doc_uid,state,doc_id,source_path,renewal_type,notice_period,renewal_status,renewal_evidence,evaluation,evaluation_status,evaluation_evidence,baseline_keyword_renewal,baseline_keyword_eval
North Carolina/NorthCarolina_18,North Carolina,NorthCarolina_18,d:\NLP_Project_tasks_6_8_11\OCR_output\North Carolina\NorthCarolina_18.txt,by_mutual_agreement,,found,"ARTICLE II RESPONSIBILITIES The Commiuee may, with regard to the objectives specified in Article I: a Make recommendations to promote cooperation in the areas identified in Article I; b. Make recommendations to prumote, as. appropriatc, th… || ARTICLE IV DURATION This Memorandum of Intent will remain in effect for a period of five years from the date' of signature, or until such date as otherwise agreed upon.",present,found,"ARTICLE II RESPONSIBILITIES The Commiuee may, with regard to the objectives specified in Article I: a Make recommendations to promote cooperation in the areas identified in Article I; b. Make recommendations to prumote, as. appropriatc, th… || d. Invite and review repurts on high technology cooperation from the Binational Science Foundation, the Binational Industrial Research and",True,True
North Carolina/NorthCarolina_7,North Carolina,NorthCarolina_7,d:\NLP_Project_tasks_6_8_11\OCR_output\North Carolina\NorthCarolina_7.txt,by_mutual_agreement,,found,"Jointi Declaration Extending Scientific and Technulugical Cooperation Tn include Information Infrastructure and Spatial Information Technolegy : between. North Carolina, United States. of America, and Northrhine.Westfalia, Federal Republic… || Jointi Declaration Extending Scientific and Technulugical Cooperation Tn include Information Infrastructure and Spatial Information Technolegy",present,found,"I. The Geograpnic Infurl iaivii Coordinating Council and the Roard of Science and Technology on behalf of the Stare ofNorth Carolina and thel Minister of the Interior of the State ofNorthrhine-Westaialy will encourage the promotion ofj joi… || C) Positioning Technology D) Other Information Technologies II. In order to sustain rhis cooperation èver the long term, a bilateral committee wili be forned,",True,True
Ohio/Ohio_1,Ohio,Ohio_1,d:\NLP_Project_tasks_6_8_11\OCR_output\Ohio\Ohio_1.txt,absent,,absent,,absent,absent,,False,False
Ohio/Ohio_2,Ohio,Ohio_2,d:\NLP_Project_tasks_6_8_11\OCR_output\Ohio\Ohio_2.txt,absent,,absent,,absent,absent,,False,False
Ohio/Ohio_3,Ohio,Ohio_3,d:\NLP_Project_tasks_6_8_11\OCR_output\Ohio\Ohio_3.txt,by_mutual_agreement,,found,"Declaration of Partnership Whereas, the informed use, management and protection of the water and related land resources ofthe Great Lakes St. Lawrence Basin is essential in maintaining a healthy environment, strong economy and high quality… || strengthening and formalizing this relationship. Therefore, Be It Resolved, that the eight member states ofthe Great Lakes Commission extend,",absent,absent,,True,False
Ohio/Ohio_7,Ohio,Ohio_7,d:\NLP_Project_tasks_6_8_11\OCR_output\Ohio\Ohio_7.txt,absent,,absent,,absent,absent,,False,False
Ohio/Ohio_8,Ohio,Ohio_8,d:\NLP_Project_tasks_6_8_11\OCR_output\Ohio\Ohio_8.txt,absent,,absent,,absent,absent,,False,False
Oregon/Oregon_13,Oregon,Oregon_13,d:\NLP_Project_tasks_6_8_11\OCR_output\Oregon\Oregon_13.txt,by_mutual_agreement,,found,"specific highlight the economic risks ofinaction on climate change. milestones and appropriatet targets and lannual progress reports tol PCC leaders. PCC Governorsa and the Premier ofBritish Columbia will meet Asas sector focused on evalua… || leaders. PCC Governorsa and the Premier ofBritish Columbia will meet Asas sector focused on evaluating and underwriting; risk, the insurance",present,found,"has committed significant fundingt to Federal Forest Health Program fires by purchasinga private insurance policy that helpst to cover firefighting toi increase thep pace and scale offorest restoration and fire resilience on expenses when … || doption amongf fleets and the broader market, the PCC is committingto woodstovea and diesel retrofit programs, and will be reviewing data from work with major West Coast cities tol help create a comprehensivel Pacific ambient ozone and met…",True,True
Pennsylvania/Pennsylvania_20,Pennsylvania,Pennsylvania_20,d:\NLP_Project_tasks_6_8_11\OCR_output\Pennsylvania\Pennsylvania_20.txt,absent,,absent,,absent,absent,,False,False
Pennsylvania/Pennsylvania_8,Pennsylvania,Pennsylvania_8,d:\NLP_Project_tasks_6_8_11\OCR_output\Pennsylvania\Pennsylvania_8.txt,by_mutual_agreement,,found,"Declaration of Partnership Whereas, the informed use, management and protection of the water and related land resources ofthe Great Lakes St. Lawrence Basin is essential in maintaining a healthy environment, strong economy and high quality… || strengthening and formalizing this relationship. Therefore, Be It Resolved, that the eight member states ofthe Great Lakes Commission extend,",absent,absent,,True,False
Rhode Island/RhodeIsland_7,Rhode Island,RhodeIsland_7,d:\NLP_Project_tasks_6_8_11\OCR_output\Rhode Island\RhodeIsland_7.txt,automatic,,found,"to officers, and the maintenance of oraeroupe as are granted this article to the Commission. Sectiopects may adopt and wcurphaser || (PAPI state shall be binding unless a majarity of the members from such signatorys state shall have voted in Ravorit bimatenz For the of conductingi its general business, voting shall be by state units. The any two or more member notice to…",present,found,reasonable time to the inspection of such representatives of the respective sig- states be for that matergato orl beforer mther first of December of acerpeare the Commission shall submit to the respective governors of || A the signatory states afulla and complete report of its rernithe fort the; precedingyear. ARTICLE XI The: representatives: from any members state may: appoint and consult with an advisory committee composed of,True,True
Texas/Texas_1,Texas,Texas_1,d:\NLP_Project_tasks_6_8_11\OCR_output\Texas\Texas_1.txt,absent,,absent,,absent,absent,,False,False
Texas/Texas_10,Texas,Texas_10,d:\NLP_Project_tasks_6_8_11\OCR_output\Texas\Texas_10.txt,by_mutual_agreement,,found,"Page 9 of 15 Contract No.: 50-0XXF9001 between the Parties based on interpretation, compliance, and execution of this Agreement, with the objective of reaching an amicable arrangement. || The final details of any agreed arrangement shall be made in writing and the Parties should sign it within a 30 (thirty) day period from the day the mediation session(s) took place, unless the",present,found,"Contract No.: 50-0XXF9001 APPENDIX B Engineer in Charge Responsibilities 1. General: The Engineer in Charge for each Party shall: a) Supervise the execution and progress of THE PROJECT in its entirety. The Engineer in Charge shall also rep… || is attached to and made a part of this Agreement. ARTICLE 7 LOGBOOK The Parties, through their Engineer in Charge, shall use and continually update",True,True
Texas/Texas_11,Texas,Texas_11,d:\NLP_Project_tasks_6_8_11\OCR_output\Texas\Texas_11.txt,absent,,absent,,absent,absent,,False,False
Texas/Texas_12,Texas,Texas_12,d:\NLP_Project_tasks_6_8_11\OCR_output\Texas\Texas_12.txt,absent,,absent,,present,found,"RELYING SOLELY ON GRANTEE'S OWN EXPERTISE AND THAT OF ITS CONSULTANTS (IF ANY), AND THAT GRANTEE HAS CONDUCTED SUCH INSPECTIONS AND INVESTIGATIONS || possession. BY THE ACCEPTANCE OF THIS DEED, GRANTEE ACKNOWLEDGES AND AGREES THAT GRANTEE HAS THOROUGHLY INSPECTED AND EXAMINED THE PARCEL TO THE EXTENT",False,True
Texas/Texas_13,Texas,Texas_13,d:\NLP_Project_tasks_6_8_11\OCR_output\Texas\Texas_13.txt,by_mutual_agreement,,found,"Libent-Egalité. Fraternité REPUBLIQUE FRANCAISE CONSULAT GÉNÉRAL DEI FRANCE. À HOUSTON The requests for authentication shall be sent to the Texas Department of Public Safety, Driver License Division, License Issuance Bureau, whose address … || opportunity to renew to the Texas Department ofl Public Safety the assurances ofits highest consideration. ( Pierre GRANDJOUAN",absent,absent,,True,False
Texas/Texas_14,Texas,Texas_14,d:\NLP_Project_tasks_6_8_11\OCR_output\Texas\Texas_14.txt,absent,,absent,,present,found,"bodies, with the corresponding evaluation of current las normas regulatorias y la proteccion de los cuerpos management, operations, and support of wastewater binacionales de agua, con la correspondiente || infrastructure. To ensure these efforts are evaluacion del actual manejo, operaciones y apoyo de accomplished, an annual report due each September la infraestructura de aguas residuales.",False,True
Texas/Texas_15,Texas,Texas_15,d:\NLP_Project_tasks_6_8_11\OCR_output\Texas\Texas_15.txt,absent,,absent,,absent,absent,,False,False
Texas/Texas_16,Texas,Texas_16,d:\NLP_Project_tasks_6_8_11\OCR_output\Texas\Texas_16.txt,absent,,absent,,absent,absent,,False,False
Texas/Texas_17,Texas,Texas_17,d:\NLP_Project_tasks_6_8_11\OCR_output\Texas\Texas_17.txt,absent,,absent,,absent,absent,,False,False
Texas/Texas_18,Texas,Texas_18,d:\NLP_Project_tasks_6_8_11\OCR_output\Texas\Texas_18.txt,absent,,absent,,absent,absent,,False,False
Texas/Texas_19,Texas,Texas_19,d:\NLP_Project_tasks_6_8_11\OCR_output\Texas\Texas_19.txt,absent,,absent,,absent,absent,,False,False
Texas/Texas_2,Texas,Texas_2,d:\NLP_Project_tasks_6_8_11\OCR_output\Texas\Texas_2.txt,absent,,absent,,absent,absent,,False,False
Texas/Texas_20,Texas,Texas_20,d:\NLP_Project_tasks_6_8_11\OCR_output\Texas\Texas_20.txt,by_mutual_agreement,,found,"Manitoba Industry, Trade and Mines Letter of Intentto sign a memorandum of understanding on Trade, Tourism, and Mutual Economic Cooperation between the State of Texas, as represented by the Texas Department of Economic Development and the … || Manitoba Industry, Trade and Mines Letter of Intentto sign a memorandum of understanding on Trade, Tourism, and Mutual Economic Cooperation between the State of Texas, as",absent,absent,,True,False
Texas/Texas_21,Texas,Texas_21,d:\NLP_Project_tasks_6_8_11\OCR_output\Texas\Texas_21.txt,by_mutual_agreement,,found,OFFICE OF THE GOVERNOR This Memorandum of Coopcration: will commence on the date of the final execution; may be modified by agreement in writing by the Parties; || Cooperation shall be settled amicably by consultation and negotiation in good faith between the Parties. Kick Yerly Zhang Xiangchen,absent,absent,,True,False
Texas/Texas_22,Texas,Texas_22,d:\NLP_Project_tasks_6_8_11\OCR_output\Texas\Texas_22.txt,automatic,,found,"SECRETARIA TEXAS DE DESARROLLO URBANO PARKS & Chihuahua YECOLOGIA WILDLIFE GOBIERNODELE ESTADO TCEQ Life's better outside. Party upon 90-day notice to the other party. notificacion a la otra parte con 90 dias de anticipacion. Signed this d… || force upon signature by the parties and ends in entrara en vigor a partir de la fecha de su firma y four years, able to be terminated by either tendra una vigencia de 4 anos, pudiendo darlo",absent,absent,,True,False
Texas/Texas_23,Texas,Texas_23,d:\NLP_Project_tasks_6_8_11\OCR_output\Texas\Texas_23.txt,by_mutual_agreement,,found,business activities organization. This Memorandum ofCooperation: will commence on the date ofthe final execution; may be modified by agreement in writing by the Parties; || shall be settled amicably by consultation and negotiation in good faith between the Parties. Cooperation NANDITA BERRY Sun Wenkui,absent,absent,,True,False
Texas/Texas_24,Texas,Texas_24,d:\NLP_Project_tasks_6_8_11\OCR_output\Texas\Texas_24.txt,uncertain,,uncertain,"Pagina 5 de 6 Gobierno del Estado SMA MENTAMGENTE SERETARLDE Coahuila TCEQ de Zaragoza anticipacion. The Participants may modify this MOC, at any Los Participantes pueden modificar el presente || sent to the other Participant ninety (90) days MdeC, mediante aviso por escrito dirigido al in advance. otro Participante con noventa (90) dias de",absent,absent,,True,False
Texas/Texas_25,Texas,Texas_25,d:\NLP_Project_tasks_6_8_11\OCR_output\Texas\Texas_25.txt,by_mutual_agreement,,found,"Any amendment may only be madel by mutual written agreement signed byl both Participants. 9. Termination Either Participant mayt terminate thel MOU at any time, without cause, by providing thirty (30) days written || terminatedi in accordance with the provisions of this MOU. 8. Amendment Either Participant may make a requesti in writing for an amendment to this MOU.",absent,absent,,True,False
Texas/Texas_26,Texas,Texas_26,d:\NLP_Project_tasks_6_8_11\OCR_output\Texas\Texas_26.txt,by_mutual_agreement,,found,"This Memorandum may be modified by mutual consent of the States in writing. Notwithstanding any other provision in this Memorandum, the Memorandum may be terminated by either State || 5. The States will work cooperatively to restore the border-crossing inspections process to allow crossings at a faster pace.",absent,absent,,True,False
Texas/Texas_27,Texas,Texas_27,d:\NLP_Project_tasks_6_8_11\OCR_output\Texas\Texas_27.txt,by_mutual_agreement,,found,"This Memorandum may be modified by mutual consent of the States in writing. Notwithstanding any other provision in this Memorandum, the Memorandum may be terminated by either State || 5. The States will work cooperatively to restore the border-crossing inspections process to allow crossings at a faster pace.",absent,absent,,True,False
Texas/Texas_28,Texas,Texas_28,d:\NLP_Project_tasks_6_8_11\OCR_output\Texas\Texas_28.txt,by_mutual_agreement,,found,"This Memorandum may be modified by mutual consent of the States in writing. Notwithstanding any other provision in this Memorandum, the Memorandum may be terminated by either State || 5. The States will work cooperatively to restore the border-crossing inspections process to allow crossings at a faster pace.",absent,absent,,True,False
Texas/Texas_29,Texas,Texas_29,d:\NLP_Project_tasks_6_8_11\OCR_output\Texas\Texas_29.txt,by_mutual_agreement,,found,"This Memorandum may be modified by mutual consent ofthe States in writing. Notwithstanding any other provision in this Memorandum, the Memorandum may be terminated by either State || GOI RNOR FRANCISCOGARCIA CABEZA PA VACA",absent,absent,,True,False
Texas/Texas_3,Texas,Texas_3,d:\NLP_Project_tasks_6_8_11\OCR_output\Texas\Texas_3.txt,automatic,,found,Texas-Shandong Page 3 of3 ARTICLE II The parties will exchange trade enquiries from their respective home markets. ARTICLE III The parties agree to provide such current market information and business contacts to each other upon request an… || ARTICLE VI This agreement shall enter into force on the date of its signature by the representatives ofboth parties concerned and will remain valid for two years.,absent,absent,,True,False
Texas/Texas_30,Texas,Texas_30,d:\NLP_Project_tasks_6_8_11\OCR_output\Texas\Texas_30.txt,absent,,absent,,absent,absent,,False,False
Texas/Texas_31,Texas,Texas_31,d:\NLP_Project_tasks_6_8_11\OCR_output\Texas\Texas_31.txt,absent,,absent,,absent,absent,,False,False
Texas/Texas_32,Texas,Texas_32,d:\NLP_Project_tasks_6_8_11\OCR_output\Texas\Texas_32.txt,absent,,absent,,absent,absent,,False,False
Texas/Texas_33,Texas,Texas_33,d:\NLP_Project_tasks_6_8_11\OCR_output\Texas\Texas_33.txt,absent,,absent,,absent,absent,,False,False
Texas/Texas_34,Texas,Texas_34,d:\NLP_Project_tasks_6_8_11\OCR_output\Texas\Texas_34.txt,absent,,absent,,absent,absent,,False,False
Texas/Texas_35,Texas,Texas_35,d:\NLP_Project_tasks_6_8_11\OCR_output\Texas\Texas_35.txt,absent,,absent,,absent,absent,,False,False
Texas/Texas_36,Texas,Texas_36,d:\NLP_Project_tasks_6_8_11\OCR_output\Texas\Texas_36.txt,absent,,absent,,absent,absent,,False,False
Texas/Texas_37,Texas,Texas_37,d:\NLP_Project_tasks_6_8_11\OCR_output\Texas\Texas_37.txt,by_mutual_agreement,,found,"Memorandum of Understanding On Trade and Mutual Economic Co-operation Between Texas Office of the Governor, Economic Development & Tourism (OOGEDT) And the Fujian Department of Foreign Trade and Economic Cooperation (Fujian DOFTEC) Whereas… || Promote the ongoing relationship Therefore, according to their respective activities, Texas OOGEDT and Fujian DOFTEC intend to work co-operatively to the fullest possible extend consistent with law, existing",absent,absent,,True,False
Texas/Texas_38,Texas,Texas_38,d:\NLP_Project_tasks_6_8_11\OCR_output\Texas\Texas_38.txt,absent,,absent,,absent,absent,,False,False
Texas/Texas_39,Texas,Texas_39,d:\NLP_Project_tasks_6_8_11\OCR_output\Texas\Texas_39.txt,absent,,absent,,absent,absent,,False,False
Texas/Texas_4,Texas,Texas_4,d:\NLP_Project_tasks_6_8_11\OCR_output\Texas\Texas_4.txt,absent,,absent,,absent,absent,,False,False
Texas/Texas_40,Texas,Texas_40,d:\NLP_Project_tasks_6_8_11\OCR_output\Texas\Texas_40.txt,automatic,,found,"mutually beneficial trade, transportation and economic development endeavours. This agreement shall enter into force on the date of its signature by the representatives of both parties || concerned and will remain valid for two years. It will be extended automatically, one year at a time, unless written notice is given by one party to the",absent,absent,,True,False
Texas/Texas_41,Texas,Texas_41,d:\NLP_Project_tasks_6_8_11\OCR_output\Texas\Texas_41.txt,by_mutual_agreement,,found,"1.2. work together to identify opportunities for strategic partnerships and alliances between private sector companies in Texas and Manitoba which will strengthen their capabilities to compete in international markets; 1.3. explore opportu… || S MANITOBA TEXAS MEMORANDUM OF UNDERSTANDING ON TRADE, TOURISM AND MUTUAL ECONOMIC CO-OPERATION BETWEEN THE STATE OF TEXAS",present,found,"5.1. monitor progress on the implementation of this Memorandum ofUnderstanding: 5.2. designate state and provincial government: representatives to serve as principal points || PR 5. Promote the Ongoing Relationship The Governments of Manitoba and Texas recognize the benefits of ongoing, regular contacts between their respective governments to promote trade and economic development and identify areas in which the…",True,True
Texas/Texas_42,Texas,Texas_42,d:\NLP_Project_tasks_6_8_11\OCR_output\Texas\Texas_42.txt,absent,,absent,,absent,absent,,False,False
Texas/Texas_43,Texas,Texas_43,d:\NLP_Project_tasks_6_8_11\OCR_output\Texas\Texas_43.txt,absent,,absent,,absent,absent,,False,False
Texas/Texas_44,Texas,Texas_44,d:\NLP_Project_tasks_6_8_11\OCR_output\Texas\Texas_44.txt,automatic,,found,"3. lhe BMA may extend an invitation to other Competent Authorities and relevant banking or securities regulators (""Third Party Regulators"") to participate in aspects of any meeling of a Supervisory College, with the proviso that the Third … || (b) any privileges associated with such information. 3. The Supervisors shall revise and update this MMOU when necessary to appropriately reflect",present,found,"winding-up of an Insurer of the Group, the declaration of emergency settlements, the freezing of assets); (4) the granting of approvals or licenses to an Insurer in order to allow a major acquisition leading to a qualified participation in… || 3. lhe BMA may extend an invitation to other Competent Authorities and relevant banking or securities regulators (""Third Party Regulators"") to participate in aspects of any meeling of a Supervisory College, with the proviso that the Third …",True,True
Texas/Texas_45,Texas,Texas_45,d:\NLP_Project_tasks_6_8_11\OCR_output\Texas\Texas_45.txt,automatic,,found,"be resolved through discussions between the Parties. 12. This agreement shall enter into force upon the signature of both Parties, and may be || S Signature Date Signature Date Jane 6,2014 Steve Chi-Chang Hsia David Baker Director General Deputy Director Taipei Economic and Cultural Office in Houston Texas Department of Public Safety",absent,absent,,True,False
Texas/Texas_46,Texas,Texas_46,d:\NLP_Project_tasks_6_8_11\OCR_output\Texas\Texas_46.txt,absent,,absent,,absent,absent,,False,False
Texas/Texas_47,Texas,Texas_47,d:\NLP_Project_tasks_6_8_11\OCR_output\Texas\Texas_47.txt,automatic,,found,"Referatsleiter Texas Department of Bundesministerium fur Verkehr, Bau und Public Safety Stadtentwicklung PF 4087 Postfach 20 01 00 || its application policies and procedures to the other party to help carry out the purposes of this Memorandum. 08-1446c-S31",absent,absent,,True,False
Texas/Texas_48,Texas,Texas_48,d:\NLP_Project_tasks_6_8_11\OCR_output\Texas\Texas_48.txt,absent,,absent,,absent,absent,,False,False
Texas/Texas_49,Texas,Texas_49,d:\NLP_Project_tasks_6_8_11\OCR_output\Texas\Texas_49.txt,by_mutual_agreement,,found,The SMC can be renewed for successive five-year periods by a mutual decision of the participants. Thej participants may extend the terms of this SMC. || availability of funds and personnel. This SMC shall become effective on the date of last signature below and shall remain in effect for a period of five years.,absent,absent,,True,False
Texas/Texas_5,Texas,Texas_5,d:\NLP_Project_tasks_6_8_11\OCR_output\Texas\Texas_5.txt,absent,,absent,,absent,absent,,False,False
Texas/Texas_50,Texas,Texas_50,d:\NLP_Project_tasks_6_8_11\OCR_output\Texas\Texas_50.txt,uncertain,,uncertain,"This SMC will be applied from April 27, 2023, until March 31, 2025, and may be renewed by the parties. 3. FINALI PROVISIONS || 3) Participating and cooperating in economic development events, such as seminars and business support programs. 2. DURATION OF OPERATION",absent,absent,,True,False
Texas/Texas_51,Texas,Texas_51,d:\NLP_Project_tasks_6_8_11\OCR_output\Texas\Texas_51.txt,by_mutual_agreement,,found,"of America, and Tokyo, Japan. 2) This SMC is solely an expression of the parties' desire to establish a mutually beneficial || concerning daily life including procedures related to healthcare, education, and residence. 2. DURATION OF OPERATION This SMC will be applied from the effective date until March 31, 2025, and may be renewed by the parties.",absent,absent,,True,False
Texas/Texas_52,Texas,Texas_52,d:\NLP_Project_tasks_6_8_11\OCR_output\Texas\Texas_52.txt,by_mutual_agreement,,found,"concerning daily life including procedures related to healthcare, education, and residence. 2. DURATION OF OPERATION This SMC will come into operation on the date of signature and will initially be applied until March 31, || ofAmerica, and Tokyo, Japan. 2) This SMC is solely an expression of the parties' desire to establish a mutually beneficial",absent,absent,,True,False
Texas/Texas_53,Texas,Texas_53,d:\NLP_Project_tasks_6_8_11\OCR_output\Texas\Texas_53.txt,by_mutual_agreement,,found,VIETNAM-TEXAS JOINT COMMUNIQUE The State of Texas highly values the many visits to Texas by the official delegations of Vietnam in the past twelve months and is most honored by the present visit of the Deputy Prime Minister of the Socialis… || understanding and initial work schedule as agreed to on this day between the State of Texas and the SRVN: establish joint directives for the promotion of cooperation between the State of Texas and Vietnam as,present,found,"in order to effectively facilitate and accelerate the activities mentioned above. as circumstances permit, Texas and SRVN will meet within the next 12 months to review the || venture or investment in each party's respective country/state. 6. Encourage business and industrial communities of their respective country/state to form a Business Association to consist of senior business executives, public officials, a…",True,True
Texas/Texas_54,Texas,Texas_54,d:\NLP_Project_tasks_6_8_11\OCR_output\Texas\Texas_54.txt,by_mutual_agreement,,found,"VIETNAM-TEXAS JOINT COMMUNIQUE II The Socialist Republic of Vietnam (SRVN) is honored by the present visit of the Honorable Geoffrey Connor, Secretary of State of the State of' Texas and his delegation in August, 2004. The State of Texas p… || VIETNAM-TEXAS JOINT COMMUNIQUE II The Socialist Republic of Vietnam (SRVN) is honored by the present visit of the Honorable Geoffrey Connor,",present,found,"appropriate and timely assistance when requested As circumstances permit, Texas and SRVN will meet within the next 12 months to review the progress made on || ""Statement of Cooperation"" of June 13, 2002, outlined below: Promote mutual understanding and cooperation between the respective business communities of the",True,True
Texas/Texas_6,Texas,Texas_6,d:\NLP_Project_tasks_6_8_11\OCR_output\Texas\Texas_6.txt,uncertain,,uncertain,"8. This Arrangement will come into effect upon its signature by both Participants and may be terminated by either Participant at any time, for any reason, upon thirty (30) || FOR THE TEXAS DEPARTMENT FOR THE NATIONAL POLICE AGENCY OF PUBLIC SAFETY OF THE REPUBLIC OF KOREA Signed Signed Rehecca Davio",absent,absent,,True,False
Texas/Texas_7,Texas,Texas_7,d:\NLP_Project_tasks_6_8_11\OCR_output\Texas\Texas_7.txt,by_mutual_agreement,,found,"Insurance Commissioner For: Office of the Superintendent of Financial Institutions Canada Name: Date Title: For: Superintendencia de Seguros Privados, Brazil (SUSEP) || the providing party to intervene in any action to preserve the confidentiality of the information. Notice shall be given to the appropriate contact person(s) by email and by mail at the address",absent,absent,,True,False
Texas/Texas_8,Texas,Texas_8,d:\NLP_Project_tasks_6_8_11\OCR_output\Texas\Texas_8.txt,absent,,absent,,absent,absent,,False,False
Texas/Texas_9,Texas,Texas_9,d:\NLP_Project_tasks_6_8_11\OCR_output\Texas\Texas_9.txt,absent,,absent,,absent,absent,,False,False
Utah/Utah_1,Utah,Utah_1,d:\NLP_Project_tasks_6_8_11\OCR_output\Utah\Utah_1.txt,absent,,absent,,absent,absent,,False,False
Utah/Utah_10,Utah,Utah_10,d:\NLP_Project_tasks_6_8_11\OCR_output\Utah\Utah_10.txt,automatic,,found,"methods: (a) confirmed facsimile transmission; (b) postage prepaid registered or certified mail, return receipt requested; or (c) commercial overnight carrier. || These modifications will take effect on the date of their signing. The parties must give all notices under this MOU in writing via one of the following",absent,absent,,True,False
Utah/Utah_11,Utah,Utah_11,d:\NLP_Project_tasks_6_8_11\OCR_output\Utah\Utah_11.txt,absent,,absent,,absent,absent,,False,False
Utah/Utah_12,Utah,Utah_12,d:\NLP_Project_tasks_6_8_11\OCR_output\Utah\Utah_12.txt,automatic,,found,- ARTICLE VII Resolving Controversies Any difference derived through the interpretation or application of this common agreement will be resolved by the parties by mutual agreement. || teachers shall not engage in any other compensated activities outside of the scope of this Agreement without the previous authorization of the employing district and the Utah State Office of Education. Visiting teachers will conform to the…,present,found,"e. Mexican federal and state educational authorities will notify the teachers who have been selected and will facilitate the hiring process; f. collaborate, when requested, in the supervision and evaluation of the performance of Mexican te… || g. facilitate the licensing process so that the visiting teachers may obtain the quality and professional licenses for teaching in the State; h. participate, in conjunction with the school districts, in the selection process of visiting te…",True,True
Utah/Utah_13,Utah,Utah_13,d:\NLP_Project_tasks_6_8_11\OCR_output\Utah\Utah_13.txt,absent,,absent,,absent,absent,,False,False
Utah/Utah_14,Utah,Utah_14,d:\NLP_Project_tasks_6_8_11\OCR_output\Utah\Utah_14.txt,automatic,,found,"IV.DURATION IVI The term of this MOU will be five (5) years, beginning on the date of signing by parties. At the end of the agreement, it is renewable by tacit agreement for further one-year || 3 Agreement # USBE210041MOU IV.4 Except as otherwise provided, any addendum to this Memorandum ofUnderstanding shall enter into force upon signature by the Board and the Camoes, I.P.",present,found,"expenses. III. EVALUATION Representatives ofthe Board and the Camoes, I.P. will evaluate the activities and results pertinent to the program development and implementation developed under this MOU. || Agreement # USBE210041MOU interests, by means of new technologies or with one trainer going to each partner region with the objective of disseminating information on teaching practices to a wide range of teachers in the respective regions …",True,True
Utah/Utah_15,Utah,Utah_15,d:\NLP_Project_tasks_6_8_11\OCR_output\Utah\Utah_15.txt,automatic,,found,"a. This memorandum is effective from the date of its signature and has a duration of four years and will be renewed for a period of up: to four additional years by express agreement ofthe || C. During the term of the memorandum, the possible provisions for its amendment and/or improvement may be adjoined when agreed upon in writing by both Signatories.",present,found,"4. Evaluations, Monitoring and Observation of the Memorandum a. So as to monitor, supervise, and observe the fulfilment of this memorandum and the || respectively. The committee shall meet at the request of either party. b. Any disputes regarding the interpretation and implementation ofthis Memorandum that may",True,True
Utah/Utah_16,Utah,Utah_16,d:\NLP_Project_tasks_6_8_11\OCR_output\Utah\Utah_16.txt,automatic,,found,"State Board of Education and to the Académie de Créteil. IV. Duration IV.1: The term of this MOU will be four (4) years, beginning on the date of signing by parties. || de Créteil if such a decision is reported to the other signatory by written notice six (6) months in advance. IV.3: During the time that the MOU is in effect both parties may execute addenda that improve its",present,found,"assess the progress regarding the implementation ofthe program and write a report. This report may propose changes and improvements if necessary. || on new technologies (internet exchanges, video conferencing) as much as possible. III. Evaluation Representatives of the Utah State Board of Education and the Académie de Créteil will",True,True
Utah/Utah_17,Utah,Utah_17,d:\NLP_Project_tasks_6_8_11\OCR_output\Utah\Utah_17.txt,by_mutual_agreement,,found,"expertise for the benefit of both parties. In order to reduce the costs and multiply the number of trainers, these activities will use new technologies (internet exchanges, video conferencing, etc.) to the extent possible. III. EVALUATION … || IV. DURATION IV.I The term of this MOU will be five (5) years, beginning on the date of signing by parties. At the end of the agreement, terms of renewal will be discussed.",present,found,"expertise for the benefit of both parties. In order to reduce the costs and multiply the number of trainers, these activities will use new technologies (internet exchanges, video conferencing, etc.) to the extent possible. III. EVALUATION … || III. EVALUATION III.1 Annually, representatives of the Board and the Parana State Secretary of Science, Technology and Higher Education will assess the progress of this program and",True,True
Utah/Utah_18,Utah,Utah_18,d:\NLP_Project_tasks_6_8_11\OCR_output\Utah\Utah_18.txt,automatic,,found,"provided that at least six months notice is given. IV.2. - During the term of the MOU, any party may add provisions for its improvement when || This report will suggest proposals for improvement. IV.DURATION IV.1. - This MOU is established for four years and can be cancelled by any party on demand,",present,found,"UTAH STATE OFFICE OF MINISTERIO DE EDUCACION Y CIENCIA ELUCATION Ministerio de Educacion y Ciencia Utah State Office of Education III. EVALUATION Annually, representatives of the Ministry and the USOE will develop a report relative to the … || III. EVALUATION Annually, representatives of the Ministry and the USOE will develop a report relative to the application of this program.",True,True
Utah/Utah_19,Utah,Utah_19,d:\NLP_Project_tasks_6_8_11\OCR_output\Utah\Utah_19.txt,automatic,,found,"referred to any third party, court, or tribunal. Section 10: entry into operation amendment and termination 1. This MOU will come into operation on the date of the later of the Participants' || signatures and will continue to have effect until it is terminated or renewed. 2. The Participants may amend this MOU at any time upon their mutual written",present,found,"C. exchange of best practice and information relevant to the Priority Areas outlined in Section 2 of this MOU d. where appropriate, facilitating participation of stakenolders in the private sector and academic community to discuss matters … || e. reviewing the operation of the MOU to ensure it is continuously up-to-date and relevant for the growing UK-Utah relationship",True,True
Utah/Utah_2,Utah,Utah_2,d:\NLP_Project_tasks_6_8_11\OCR_output\Utah\Utah_2.txt,absent,,absent,,absent,absent,,False,False
